"col_means","row_means"
5150,-0.547384875481013
NA,-0.612920167670886
0.274347260646063,-0.62000981504557
-0.0177434918458972,-0.62401036378481
-0.108925032737064,-0.633408432248101
-0.607783818968688,-0.639645916792405
-0.510191378479501,-0.631431842092405
-0.61306429934125,-0.606181075274684
0.669226222373046,-0.610106786127975
0.00403879092060517,-0.592498443240506
0.0921508600211059,-0.591314513991392
-0.965207115039421,-0.571480403417722
-0.95440802665318,-0.578278895850633
-0.938900969424022,-0.611772038544304
0.0789381220355816,-0.617276846911392
0.0079481069090025,-0.626638448803797
-0.00467469823628666,-0.618368172534304
-0.63978102073413,-0.614025264782278
-0.607971599340832,-0.61520075495443
-0.762820240449202,-0.616927037696202
-0.0309824871713436,-0.613369144856962
-0.0747194855994359,-0.543517454253165
0.088357304227173,-0.539723299871266
-0.721192598029789,-0.5847071008
-0.682653506899942,-0.609419103177215
-0.653665674372188,-0.623597323768354
-0.0967092754729682,-0.63045036761519
-0.0423181079782632,-0.619340711203798
-0.0548303497968374,-0.612487855708861
-0.731348533131935,-0.59857931521519
-0.786062320321895,-0.605012112781013
-0.739932395222129,-0.596007677904684
-0.54822165976717,-0.621139341605063
-0.591225327146546,-0.592671208922785
-0.54822165976717,-0.638061764034177
-0.591225327146546,-0.608468661308608
-0.649417950650692,-0.597988825435443
-0.627762945785391,-0.611701731962025
-0.60524856977632,-0.597127431696203
-0.662533062898382,-0.604304293827848
-0.762137610987416,-0.603035452676076
-0.77799317279698,-0.616328861906329
-0.622761658493734,-0.626538851637975
-0.53749328145871,-0.624136301557975
-0.665033506271952,-0.580117761318987
-0.603356276555826,-0.61056656143924
-0.528420009576204,-0.596404770248101
-0.617874813333395,-0.579220166739747
-0.2214691368263,-0.62431834818481
0.015400588735675,-0.621816981527848
0.0473098698476722,-0.618329595737975
-0.656713524546605,-0.606741056049367
-0.628961179980356,-0.606871345772152
-0.743608246170053,-0.595222530389873
-0.654979816705833,-0.619753177964557
-0.612243590244114,-0.601069606321519
-0.780928428167213,-0.615234057793671
-0.0477062917542325,-0.596740164936709
-0.213392904926883,-0.588612126518987
-0.123828014584147,-0.570494901964557
-0.672094306818974,-0.562179704891139
-0.70621663959074,-0.564359367825316
-0.644192752866115,-0.584298318327848
-0.738594816501343,-0.588627809582278
-0.674226934551517,-0.596560824003798
-0.690446312501126,-0.618917927936709
-0.101042702224631,-0.565674369329114
-0.174277577553958,-0.608297196858228
-0.0513928953203266,-0.614597781606329
-0.585962696268539,-0.606401716278481
-0.659531216655476,-0.6136698569
0.0768760112631957,-0.615301356025316
-0.620789916331592,-0.621073528501266
-0.640076803144351,-0.604281177420253
0.173219742700723,-0.600717041032911
-0.697411069729937,-0.60203564584
-0.699976372277643,-0.619336069944304
-0.0415636227771787,-0.621694876936709
-0.779767633083527,-0.626492731675949
-0.792190209274884,-0.324311481458228
0.126707820497791,-0.283699522405063
5150,-0.265918775493671
NA,-0.294434890670886
0.274347260646063,-0.338082757956962
-0.0177434918458972,-0.324324465607595
-0.108925032737064,-0.313148877873418
-0.607783818968688,-0.311340922405063
-0.510191378479501,-0.291651623620253
-0.61306429934125,-0.304184940683544
0.669226222373046,-0.30841327378481
0.00403879092060517,-0.263447769791139
0.0921508600211059,-0.262830380325316
-0.965207115039421,-0.289288181412658
-0.95440802665318,-0.313185246833418
-0.938900969424022,-0.346219094050633
0.0789381220355816,-0.30495938825443
0.0079481069090025,-0.282834050923671
-0.00467469823628666,-0.309550688496203
-0.63978102073413,-0.316575171302152
-0.607971599340832,-0.297675689821519
-0.762820240449202,-0.292228672724051
-0.0309824871713436,-0.290977887616456
-0.0747194855994359,-0.309655303962025
0.088357304227173,-0.292067671870886
-0.721192598029789,-0.313162707537975
-0.682653506899942,-0.302041014204051
-0.653665674372188,-0.276076530088608
-0.0967092754729682,-0.275184312200506
-0.0423181079782632,-0.305693274496203
-0.0548303497968374,-0.242739994070886
-0.731348533131935,-0.250244364992405
-0.786062320321895,-0.202286944140506
-0.739932395222129,-0.225094417708861
-0.54822165976717,-0.248424057787342
-0.591225327146546,-0.16916286011557
-0.54822165976717,-0.155803018018987
-0.591225327146546,-0.160212556772152
-0.649417950650692,-0.16891968081519
-0.627762945785391,-0.221823446750633
-0.60524856977632,-0.171224336572152
-0.662533062898382,-0.0817347318607595
-0.762137610987416,-0.0979756719746835
-0.77799317279698,-0.119774508518987
-0.622761658493734,-0.120546232511392
-0.53749328145871,-0.105963415760759
-0.665033506271952,-0.0735233014936709
-0.603356276555826,-0.0887415684417722
-0.528420009576204,-0.119747763044304
-0.617874813333395,-0.101294921171266
-0.2214691368263,-0.117005391707595
0.015400588735675,-0.0698111986329114
0.0473098698476722,-0.0707487078367089
-0.656713524546605,-0.0961278310632911
-0.628961179980356,-0.298186390251899
-0.743608246170053,-0.260795358379747
-0.654979816705833,-0.305401811650633
-0.612243590244114,-0.307112269956962
-0.780928428167213,-0.240797419386076
-0.0477062917542325,-0.255484297202532
-0.213392904926883,-0.284422150118987
-0.123828014584147,-0.239235658607772
-0.672094306818974,-0.258912187726582
-0.70621663959074,-0.247249899094937
-0.644192752866115,-0.205641297640506
-0.738594816501343,-0.218671290807595
-0.674226934551517,-0.259336289518987
-0.690446312501126,-0.202231540135443
-0.101042702224631,-0.186174191556962
-0.174277577553958,-0.211585315518987
-0.0513928953203266,-0.195420850664557
-0.585962696268539,-0.247536275822785
-0.659531216655476,-0.240941697870886
0.0768760112631957,-0.247521240000633
-0.620789916331592,-0.235673930325316
-0.640076803144351,-0.245901549803797
0.173219742700723,-0.225712741064557
-0.697411069729937,-0.163728090291139
-0.699976372277643,-0.19311647806962
-0.0415636227771787,-0.543340815213924
-0.779767633083527,-0.611487389035949
-0.792190209274884,-0.613725279098734
0.126707820497791,-0.638462042937975
5150,-0.627279596392405
NA,-0.603257175498734
0.274347260646063,-0.615052604234177
-0.0177434918458972,-0.597404396240506
-0.108925032737064,-0.596517982352025
-0.607783818968688,-0.624565893144304
-0.510191378479501,-0.63813990164557
-0.61306429934125,-0.621795765544304
0.669226222373046,-0.621814557362025
0.00403879092060517,-0.616036960291139
0.0921508600211059,-0.620218229710127
-0.965207115039421,-0.616210930674684
-0.95440802665318,-0.599191533781013
-0.938900969424022,-0.597979797737975
0.0789381220355816,-0.608952435736709
0.0079481069090025,-0.606519651689873
-0.00467469823628666,-0.60514274396962
-0.63978102073413,-0.62056507873924
-0.607971599340832,-0.612745724877215
-0.762820240449202,-0.581126063732911
-0.0309824871713436,-0.604696918959494
-0.0747194855994359,-0.6089226462
0.088357304227173,-0.595585478323924
-0.721192598029789,-0.581829682067089
-0.682653506899942,-0.578581485329114
-0.653665674372188,-0.534933486359418
-0.0967092754729682,-0.578325234737722
-0.0423181079782632,-0.582673426533798
-0.0548303497968374,-0.609974325373418
-0.731348533131935,-0.619317051834177
-0.786062320321895,-0.508579736734177
-0.739932395222129,-0.60352923023038
-0.54822165976717,-0.59425350264557
-0.591225327146546,-0.609866041664557
-0.54822165976717,-0.59944870732038
-0.591225327146546,-0.590231360464557
-0.649417950650692,-0.602525605150633
-0.627762945785391,-0.606566364060759
-0.60524856977632,-0.603534341172152
-0.662533062898382,-0.620297921178481
-0.762137610987416,-0.606412726689873
-0.77799317279698,-0.554260131035873
-0.622761658493734,-0.594058333717722
-0.53749328145871,-0.597822539873418
-0.665033506271952,-0.594120983382278
-0.603356276555826,-0.606059650658228
-0.528420009576204,-0.605747925810127
-0.617874813333395,-0.597919444691266
-0.2214691368263,-0.591635334386076
0.015400588735675,-0.563958527849367
0.0473098698476722,-0.581763525132911
-0.656713524546605,-0.594364418143038
-0.628961179980356,-0.570792763878481
-0.743608246170053,-0.597264749763291
-0.654979816705833,-0.585683602356962
-0.612243590244114,-0.613818850608861
-0.780928428167213,-0.610639336852405
-0.0477062917542325,-0.560399395632911
-0.213392904926883,-0.580996465732911
-0.123828014584147,-0.584741353375949
-0.672094306818974,-0.59447813766962
-0.70621663959074,-0.592434825240506
-0.644192752866115,-0.584232697132911
-0.738594816501343,-0.5876298246
-0.674226934551517,-0.587146086518987
-0.690446312501126,-0.278335071834177
-0.101042702224631,-0.192380062829114
-0.174277577553958,-0.208661854025316
-0.0513928953203266,-0.25143256664557
-0.585962696268539,-0.278697370691139
-0.659531216655476,-0.248889917670886
0.0768760112631957,-0.237615102538354
-0.620789916331592,-0.25230519978481
-0.640076803144351,-0.247180272129114
0.173219742700723,-0.228413593493671
-0.697411069729937,-0.205567877392405
-0.699976372277643,-0.229991975508101
-0.0415636227771787,-0.251229864368987
-0.779767633083527,-0.276196270283544
-0.792190209274884,-0.270590870940506
0.126707820497791,-0.210253570460759
5150,-0.13753619356962
NA,-0.14243694625443
0.274347260646063,-0.193867285734177
-0.0177434918458972,-0.228629736817722
-0.108925032737064,-0.249070290826582
-0.607783818968688,-0.226670103779747
-0.510191378479501,-0.1904511156
-0.61306429934125,-0.149687331336709
0.669226222373046,-0.159527006578481
0.00403879092060517,-0.240985494070886
0.0921508600211059,-0.247288200131646
-0.965207115039421,-0.240040756491139
-0.95440802665318,-0.266308122555696
-0.938900969424022,-0.128774669724051
0.0789381220355816,-0.138584472658228
0.0079481069090025,-0.139734838303797
-0.00467469823628666,-0.0826376072531646
-0.63978102073413,-0.0411119350139241
-0.607971599340832,-0.109781915525316
-0.762820240449202,-0.000284726936708859
-0.0309824871713436,0.0273159592831646
-0.0747194855994359,-0.129419944473418
0.088357304227173,-0.0898506523772152
-0.721192598029789,-0.0438324777303797
-0.682653506899942,-0.00364417082278481
-0.653665674372188,-0.0148057508227848
-0.0967092754729682,0.0259340200759494
-0.0423181079782632,-0.0318016254303797
-0.0548303497968374,-0.0603567535025316
-0.731348533131935,-0.0498474825329114
-0.786062320321895,0.0530269947848101
-0.739932395222129,0.0192717712708861
-0.54822165976717,-0.0664693596936709
-0.591225327146546,0.00354801518987342
-0.54822165976717,0.00177576536708861
-0.591225327146546,-0.0359566389253165
-0.649417950650692,-0.234969512601266
-0.627762945785391,-0.241407926927848
-0.60524856977632,-0.264497760341899
-0.662533062898382,-0.284995261511392
-0.762137610987416,-0.284669756253165
-0.77799317279698,-0.308494552646835
-0.622761658493734,-0.291669564873418
-0.53749328145871,-0.280913676770886
-0.665033506271952,-0.255936453231646
-0.603356276555826,-0.204564920864557
-0.528420009576204,-0.22954564143038
-0.617874813333395,-0.280706674851899
-0.2214691368263,-0.270900307506329
0.015400588735675,-0.242825172191139
0.0473098698476722,-0.211877752848734
-0.656713524546605,-0.227427160548101
-0.628961179980356,-0.208945254922785
-0.743608246170053,-0.205942675592405
-0.654979816705833,-0.228817091737975
-0.612243590244114,-0.232305474806329
-0.780928428167213,-0.274631144522532
-0.0477062917542325,-0.275697081594937
-0.213392904926883,-0.254913946164557
-0.123828014584147,-0.437392195341772
-0.672094306818974,-0.543767674689873
-0.70621663959074,-0.579027689017722
-0.644192752866115,-0.613306855873418
-0.738594816501343,-0.609279111593671
-0.674226934551517,-0.596407427962025
-0.690446312501126,-0.608618577582278
-0.101042702224631,-0.611351978173418
-0.174277577553958,-0.627666627092405
-0.0513928953203266,-0.612279736286076
-0.585962696268539,-0.60506606364962
-0.659531216655476,-0.613190929926582
0.0768760112631957,-0.620559358536202
-0.620789916331592,-0.625760772898734
-0.640076803144351,-0.640630475636709
0.173219742700723,-0.61496219553924
-0.697411069729937,-0.582241668348101
-0.699976372277643,-0.626905701479494
-0.0415636227771787,-0.623956880683544
-0.779767633083527,-0.616887596972152
-0.792190209274884,-0.63238253415519
0.126707820497791,-0.621959865721519
5150,-0.621456079424051
NA,-0.611998224822785
0.274347260646063,-0.627464454259494
-0.0177434918458972,-0.60673277203038
-0.108925032737064,-0.611426120762696
-0.607783818968688,-0.562575781326582
-0.510191378479501,-0.582480714026582
-0.61306429934125,-0.617833040446835
0.669226222373046,-0.61203955546962
0.00403879092060517,-0.600758505756202
0.0921508600211059,-0.605461691379747
-0.965207115039421,-0.595920819291139
-0.95440802665318,-0.589120768237975
-0.938900969424022,-0.597663706464177
0.0789381220355816,-0.594464686281013
0.0079481069090025,-0.599421272772152
-0.00467469823628666,-0.603306756698734
-0.63978102073413,-0.606723019751899
-0.607971599340832,-0.604756467667089
-0.762820240449202,-0.589227968875949
-0.0309824871713436,-0.604619425177215
-0.0747194855994359,-0.605457397626582
0.088357304227173,-0.595001541024051
-0.721192598029789,-0.565487956114304
-0.682653506899942,-0.566682022720051
-0.653665674372188,-0.615838101544304
-0.0967092754729682,-0.620491714249004
-0.0423181079782632,-0.604145315411392
-0.0548303497968374,-0.600822694388608
-0.731348533131935,-0.631735579183544
-0.786062320321895,-0.483736851721519
-0.739932395222129,-0.580273529383544
-0.54822165976717,-0.615066174322785
-0.591225327146546,-0.596955240058228
-0.54822165976717,-0.613663061479747
-0.591225327146546,-0.604734593041772
-0.649417950650692,-0.602412248486076
-0.627762945785391,-0.604142618531646
